City,Area,PropertyType,Size,Bedrooms,Bathrooms,YearBuilt,Age,AmenitiesCount,Price
Bangalore,HSR Layout,Builder Floor,1182,4,4,2013,11,5,10166322
Delhi,Rohini,Independent House,2066,3,2,2020,4,6,23657346
Pune,Hinjewadi,Villa,3827,1,1,2017,7,6,38680514
Pune,Wakad,Penthouse,1766,1,1,2018,6,0,13936998
Mumbai,Bandra,Independent House,2758,4,4,2019,5,5,96186530
Chennai,Velachery,Villa,3048,3,3,2015,9,4,34720193
Mumbai,Juhu,Penthouse,2183,5,4,2023,1,4,83845272
Hyderabad,Banjara Hills,Apartment,1175,3,3,2010,14,3,8530569
Mumbai,Goregaon,Penthouse,2228,3,3,2011,13,0,70299137
Hyderabad,Gachibowli,Studio,587,1,1,2015,9,1,3562821
Bangalore,HSR Layout,Builder Floor,2034,4,3,2014,10,6,18654971
Delhi,Rohini,Builder Floor,2433,3,2,2020,4,6,25951158
Mumbai,Bandra,Studio,667,1,1,2017,7,7,21903567
Mumbai,Juhu,Independent House,1629,4,3,2019,5,8,62075687
Mumbai,Andheri West,Apartment,1987,3,3,2013,11,7,59119494
Hyderabad,Gachibowli,Villa,2559,4,4,2012,12,7,24423611
Bangalore,Indiranagar,Apartment,1371,3,3,2018,6,3,12473679
Pune,Magarpatta,Apartment,2223,5,5,2023,1,5,21461689
Pune,Wakad,Villa,3722,3,2,2010,14,6,36249815
Delhi,Greater Kailash,Penthouse,2493,3,3,2020,4,2,31859457
Hyderabad,Gachibowli,Villa,2528,3,2,2014,10,6,20885293
Chennai,Medavakkam,Independent House,1319,1,1,2020,4,3,11820364
Delhi,Rohini,Apartment,1722,2,2,2022,2,4,20953545
Chennai,Koyambedu,Apartment,1844,3,2,2016,8,2,17131141
Chennai,T. Nagar,Studio,649,1,1,2011,13,2,4027701
Hyderabad,Hitech City,Apartment,1146,3,3,2017,7,7,8469185
Delhi,Vasant Kunj,Independent House,2210,3,3,2022,2,6,29076257
Pune,Kothrud,Penthouse,1093,5,4,2015,9,6,8903982
Bangalore,Koramangala,Penthouse,2808,2,2,2012,12,8,27073508
Hyderabad,Jubilee Hills,Penthouse,1126,4,4,2021,3,7,9949569
Hyderabad,Jubilee Hills,Villa,3954,2,2,2018,6,5,45859429
Bangalore,Marathahalli,Studio,722,1,1,2022,2,5,6717672
Delhi,Greater Kailash,Apartment,1485,5,4,2013,11,7,18716511
Pune,Wakad,Villa,3422,3,2,2010,14,4,34247781
Chennai,OMR,Independent House,1956,4,4,2016,8,2,17961166
Mumbai,Lower Parel,Independent House,1494,3,2,2022,2,5,53321075
Pune,Viman Nagar,Builder Floor,1811,4,3,2020,4,0,14261959
Delhi,Saket,Studio,664,1,1,2010,14,1,6851044
Hyderabad,Hitech City,Builder Floor,1226,2,2,2017,7,4,8779017
Hyderabad,Kondapur,Studio,705,1,1,2019,5,8,5299940
Bangalore,Marathahalli,Apartment,2025,2,2,2019,5,2,19029072
Bangalore,Yelahanka,Builder Floor,2376,3,2,2020,4,4,24130051
Chennai,Porur,Villa,4218,2,1,2019,5,3,57881270
Bangalore,Indiranagar,Builder Floor,1209,4,4,2010,14,0,11556305
Hyderabad,Jubilee Hills,Apartment,820,3,2,2021,3,6,7023762
Delhi,Rohini,Penthouse,1387,2,1,2015,9,7,14911098
Bangalore,Indiranagar,Apartment,2483,2,2,2015,9,1,26217132
Hyderabad,Hitech City,Builder Floor,2750,4,4,2013,11,6,17011184
Bangalore,Whitefield,Independent House,1043,3,2,2014,10,3,8902937
Bangalore,Koramangala,Independent House,2743,2,1,2014,10,3,22922634
Hyderabad,Hitech City,Builder Floor,1430,2,2,2013,11,4,9466884
Pune,Magarpatta,Builder Floor,1482,2,2,2019,5,0,13969325
Hyderabad,Gachibowli,Independent House,1028,2,1,2018,6,5,7394535
Pune,Wakad,Independent House,2374,2,2,2014,10,6,17430822
Bangalore,Marathahalli,Villa,4217,4,3,2012,12,5,51199153
Chennai,Anna Nagar,Studio,625,1,1,2011,13,6,4172997
Mumbai,Lower Parel,Villa,3741,2,1,2020,4,8,166429162
Bangalore,Whitefield,Independent House,2530,2,2,2012,12,3,20058200
Pune,Baner,Apartment,2456,4,3,2019,5,4,18069244
Mumbai,Juhu,Studio,401,1,1,2015,9,0,11758872
Mumbai,Juhu,Independent House,2727,3,2,2023,1,5,115285533
Mumbai,Worli,Independent House,2707,1,1,2017,7,4,94036214
Bangalore,Koramangala,Villa,2492,3,3,2023,1,6,38040929
Mumbai,Worli,Villa,4359,2,2,2017,7,0,209777910
Delhi,Dwarka,Villa,4821,3,3,2023,1,1,67356534
Delhi,Dwarka,Villa,2869,2,1,2011,13,6,37165764
Hyderabad,Jubilee Hills,Villa,4027,3,3,2021,3,3,46445459
Pune,Hinjewadi,Apartment,1835,3,2,2012,12,0,12132117
Chennai,Velachery,Builder Floor,1362,2,2,2017,7,4,11734727
Pune,Magarpatta,Studio,400,1,1,2020,4,7,3506635
Mumbai,Andheri West,Independent House,2135,4,3,2011,13,0,66483106
Delhi,Rohini,Apartment,2325,3,2,2013,11,7,25627346
Bangalore,HSR Layout,Builder Floor,1449,2,1,2014,10,8,14264969
Hyderabad,Kondapur,Apartment,1407,3,3,2013,11,5,9978014
Pune,Viman Nagar,Penthouse,1537,2,1,2022,2,6,13966595
Delhi,Greater Kailash,Independent House,1946,3,2,2022,2,2,24539640
Bangalore,Koramangala,Villa,2626,2,1,2015,9,2,31980853
Pune,Baner,Builder Floor,2687,2,2,2011,13,2,20103920
Chennai,OMR,Penthouse,2401,2,2,2023,1,4,25740566
Delhi,Rohini,Apartment,947,2,1,2011,13,5,9419080
Pune,Hinjewadi,Independent House,1535,2,1,2014,10,7,10704554
Mumbai,Lower Parel,Penthouse,1368,2,2,2022,2,5,41330990
Chennai,OMR,Villa,4370,1,1,2023,1,8,66873679
Hyderabad,Jubilee Hills,Apartment,2493,2,2,2011,13,1,17466453
Pune,Hinjewadi,Penthouse,2076,3,2,2022,2,0,16224918
Mumbai,Goregaon,Studio,485,1,1,2018,6,2,15838655
Bangalore,HSR Layout,Independent House,2971,3,3,2019,5,8,30110169
Pune,Magarpatta,Apartment,2499,4,4,2014,10,6,21996098
Hyderabad,Madhapur,Studio,489,1,1,2014,10,6,3948859
Chennai,Porur,Independent House,2329,3,2,2023,1,6,26275957
Hyderabad,Gachibowli,Penthouse,1912,4,4,2016,8,7,13650766
Bangalore,Indiranagar,Penthouse,1000,4,3,2016,8,4,9189879
Pune,Kothrud,Studio,703,1,1,2015,9,5,5352788
Mumbai,Worli,Studio,426,1,1,2020,4,5,13540738
Pune,Kothrud,Studio,482,1,1,2011,13,4,3274559
Hyderabad,Gachibowli,Villa,4915,5,5,2016,8,0,41561190
Chennai,T. Nagar,Apartment,1357,4,3,2021,3,4,11130582
Bangalore,Marathahalli,Apartment,856,3,2,2017,7,5,7454592
Pune,Baner,Builder Floor,1177,5,5,2021,3,7,9046541
Pune,Viman Nagar,Penthouse,1754,2,1,2021,3,0,14456300
Bangalore,HSR Layout,Independent House,1999,1,1,2022,2,2,18312784
Mumbai,Bandra,Builder Floor,2879,4,4,2020,4,2,94714354
Delhi,Rohini,Villa,3607,4,3,2014,10,1,51711218
Delhi,Vasant Kunj,Villa,3072,1,1,2023,1,3,58816627
Bangalore,Indiranagar,Villa,2502,2,1,2011,13,2,34549314
Mumbai,Goregaon,Apartment,1534,3,2,2015,9,4,53197852
Pune,Wakad,Penthouse,1554,1,1,2018,6,3,12320881
Chennai,Medavakkam,Apartment,1651,5,4,2023,1,0,15656729
Bangalore,HSR Layout,Apartment,2174,1,1,2022,2,6,19017443
Chennai,Koyambedu,Villa,4504,2,1,2013,11,8,47837521
Bangalore,Electronic City,Studio,595,1,1,2020,4,0,4650526
Pune,Baner,Villa,2645,5,5,2021,3,7,31726916
Pune,Magarpatta,Villa,3743,3,2,2016,8,3,42370626
Hyderabad,Jubilee Hills,Penthouse,2396,3,2,2011,13,7,18667258
Delhi,Rohini,Builder Floor,2207,3,3,2016,8,5,22029625
Chennai,Velachery,Builder Floor,1464,3,3,2019,5,6,12992149
Pune,Viman Nagar,Apartment,1805,5,4,2015,9,7,14351266
Mumbai,Lower Parel,Builder Floor,2037,3,2,2013,11,5,65628991
Pune,Magarpatta,Builder Floor,1941,2,2,2023,1,7,20051481
Delhi,Rohini,Penthouse,2852,2,1,2016,8,5,31492436
Hyderabad,Gachibowli,Penthouse,1514,2,1,2021,3,8,10254932
Bangalore,Marathahalli,Penthouse,2029,2,1,2023,1,7,20910853
Delhi,Rohini,Studio,664,1,1,2010,14,5,5980608
Bangalore,Yelahanka,Villa,4944,3,3,2022,2,6,72845689
Chennai,Anna Nagar,Independent House,2302,2,2,2017,7,7,18068139
Bangalore,Koramangala,Builder Floor,2515,2,1,2010,14,1,21284216
Bangalore,Electronic City,Independent House,1958,2,1,2014,10,3,16413814
Mumbai,Worli,Independent House,2642,3,3,2019,5,6,100366006
Delhi,Rohini,Villa,4500,5,4,2020,4,7,73784238
Delhi,Dwarka,Villa,3599,4,3,2018,6,1,49427060
Delhi,Dwarka,Independent House,1729,3,2,2010,14,4,17976434
Bangalore,HSR Layout,Builder Floor,1713,4,4,2015,9,6,16601099
Pune,Baner,Independent House,2486,3,3,2021,3,1,18038990
Bangalore,Koramangala,Builder Floor,2412,2,1,2016,8,3,24130624
Bangalore,Yelahanka,Penthouse,1234,2,1,2021,3,1,14190790
Delhi,Dwarka,Villa,2635,3,2,2012,12,1,38425771
Hyderabad,Gachibowli,Penthouse,2664,1,1,2015,9,3,18397748
Pune,Kothrud,Apartment,2096,3,2,2015,9,3,15010801
Pune,Wakad,Apartment,1018,3,3,2020,4,4,8347304
Delhi,Lajpat Nagar,Penthouse,1210,3,3,2018,6,5,16754524
Mumbai,Goregaon,Villa,4796,3,2,2012,12,1,227538796
Chennai,Adyar,Villa,2607,1,1,2014,10,0,25079056
Chennai,T. Nagar,Independent House,2451,3,3,2021,3,5,20529858
Pune,Magarpatta,Independent House,1137,3,2,2011,13,1,9678800
Bangalore,Indiranagar,Penthouse,2895,1,1,2011,13,0,26190719
Chennai,Anna Nagar,Apartment,2085,3,2,2011,13,4,14649320
Hyderabad,Gachibowli,Apartment,2066,2,2,2014,10,1,14073055
Chennai,Koyambedu,Apartment,926,2,1,2023,1,2,8212270
Delhi,Greater Kailash,Penthouse,2354,3,3,2014,10,8,31839398
Bangalore,HSR Layout,Studio,627,1,1,2015,9,7,5571957
Mumbai,Juhu,Villa,3507,2,2,2018,6,4,185658307
Mumbai,Bandra,Builder Floor,1269,2,2,2020,4,3,46973417
Hyderabad,Madhapur,Builder Floor,1156,3,2,2010,14,4,8943942
Mumbai,Andheri West,Apartment,2329,3,3,2020,4,1,72036206
Hyderabad,Jubilee Hills,Apartment,1879,2,1,2018,6,2,14627200
Mumbai,Bandra,Studio,436,1,1,2015,9,2,13502382
Delhi,Greater Kailash,Villa,3493,5,5,2017,7,4,64017925
Bangalore,Koramangala,Penthouse,2865,3,3,2015,9,7,26105298
Hyderabad,Kondapur,Studio,572,1,1,2023,1,2,3845177
Bangalore,Indiranagar,Studio,577,1,1,2014,10,0,4474095
Mumbai,Bandra,Villa,4492,3,2,2022,2,2,207138344
Delhi,Dwarka,Studio,425,1,1,2016,8,8,4062853
Hyderabad,Banjara Hills,Apartment,877,3,2,2015,9,1,5849055
Delhi,Vasant Kunj,Apartment,1878,3,3,2013,11,2,21737011
Delhi,Saket,Apartment,1656,2,1,2013,11,1,19607261
Delhi,Rohini,Apartment,2301,2,1,2011,13,8,22496856
Bangalore,HSR Layout,Villa,4780,2,2,2011,13,6,61875059
Pune,Viman Nagar,Studio,583,1,1,2010,14,3,4450805
Mumbai,Goregaon,Villa,3437,4,4,2011,13,8,147625673
Bangalore,Koramangala,Penthouse,2485,1,1,2014,10,6,21901687
Bangalore,Yelahanka,Apartment,1217,1,1,2012,12,7,12907495
Hyderabad,Jubilee Hills,Penthouse,2289,2,1,2012,12,7,16069361
Pune,Baner,Studio,635,1,1,2010,14,0,3998795
Mumbai,Powai,Independent House,1318,2,2,2015,9,6,47127128
Hyderabad,Jubilee Hills,Apartment,1013,3,3,2023,1,0,8320954
Bangalore,Indiranagar,Penthouse,1678,3,2,2021,3,7,15973314
Hyderabad,Madhapur,Independent House,1162,2,1,2012,12,3,8505798
Chennai,Koyambedu,Independent House,2430,3,2,2011,13,6,20648751
Pune,Baner,Penthouse,1856,2,2,2015,9,0,14860462
Pune,Baner,Builder Floor,2652,4,3,2018,6,2,19109774
Pune,Hinjewadi,Independent House,2115,3,2,2011,13,2,15266290
Hyderabad,Kondapur,Villa,3878,3,2,2022,2,2,42741152
Mumbai,Lower Parel,Studio,553,1,1,2014,10,3,15813213
Bangalore,Yelahanka,Penthouse,2259,4,4,2011,13,2,20722619
Bangalore,Indiranagar,Independent House,2767,2,2,2014,10,4,24555052
Bangalore,Electronic City,Apartment,954,3,3,2014,10,2,7711291
Hyderabad,Gachibowli,Builder Floor,1213,2,2,2022,2,1,8589010
Mumbai,Worli,Penthouse,1589,2,2,2017,7,6,57460701
Chennai,Koyambedu,Studio,671,1,1,2021,3,6,5742893
Pune,Hinjewadi,Studio,667,1,1,2010,14,8,4411760
Bangalore,Indiranagar,Villa,2144,5,5,2011,13,3,28025053
Pune,Baner,Villa,3413,3,2,2020,4,8,37142276
Pune,Kothrud,Apartment,1292,3,2,2015,9,8,9549241
Hyderabad,Kondapur,Penthouse,1446,2,1,2016,8,5,11072633
Hyderabad,Jubilee Hills,Villa,4852,1,1,2015,9,0,52524918
Bangalore,Electronic City,Apartment,822,2,2,2020,4,6,7315382
Mumbai,Powai,Villa,3501,4,4,2010,14,8,155312162
Mumbai,Bandra,Apartment,801,3,2,2013,11,4,23245519
Mumbai,Goregaon,Villa,4511,3,3,2014,10,1,210020402
Chennai,OMR,Studio,424,1,1,2018,6,1,3836837
Bangalore,Whitefield,Villa,2239,3,2,2020,4,3,24037273
Delhi,Saket,Apartment,1562,2,2,2016,8,4,16352975
Pune,Magarpatta,Independent House,1593,2,1,2023,1,2,16271844
Delhi,Greater Kailash,Independent House,2958,2,2,2021,3,1,35711048
Bangalore,HSR Layout,Villa,2207,3,3,2011,13,5,28565574
Chennai,Anna Nagar,Apartment,1780,4,4,2012,12,5,12663277
Mumbai,Worli,Studio,781,1,1,2018,6,8,24519930
Bangalore,HSR Layout,Independent House,1337,3,3,2010,14,2,12173405
Chennai,Medavakkam,Builder Floor,2209,4,3,2012,12,0,20806652
Delhi,Lajpat Nagar,Studio,625,1,1,2014,10,4,7214278
Bangalore,Yelahanka,Villa,3067,2,1,2013,11,3,39646859
Bangalore,Marathahalli,Independent House,1014,3,3,2021,3,0,8610232
Mumbai,Powai,Studio,737,1,1,2012,12,7,20055248
Delhi,Dwarka,Apartment,2335,2,1,2020,4,1,22358448
Chennai,Koyambedu,Independent House,1541,2,1,2018,6,6,12847458
Mumbai,Lower Parel,Builder Floor,2053,2,2,2014,10,6,65457462
Bangalore,Electronic City,Independent House,1427,4,3,2011,13,6,11948442
Hyderabad,Madhapur,Studio,552,1,1,2014,10,6,4539771
Pune,Wakad,Villa,4696,4,4,2023,1,1,54986690
Chennai,T. Nagar,Builder Floor,1923,4,4,2017,7,4,14406528
Delhi,Saket,Builder Floor,2526,4,3,2014,10,0,25033343
Chennai,Anna Nagar,Builder Floor,1911,3,2,2014,10,2,14379103
Bangalore,Indiranagar,Builder Floor,1859,2,1,2018,6,3,17855588
Chennai,Anna Nagar,Builder Floor,1627,3,3,2015,9,2,11600952
Mumbai,Worli,Studio,589,1,1,2010,14,2,15436225
Bangalore,Whitefield,Independent House,1072,3,3,2011,13,4,8736930
Pune,Kothrud,Builder Floor,1845,3,2,2011,13,3,14791159
Delhi,Rohini,Independent House,2557,3,3,2022,2,1,29909830
Hyderabad,Kondapur,Penthouse,2636,3,2,2015,9,6,19787947
Hyderabad,Madhapur,Builder Floor,2696,4,4,2016,8,2,23193442
Pune,Baner,Builder Floor,2001,4,4,2015,9,7,15155453
Mumbai,Lower Parel,Penthouse,1966,4,3,2010,14,7,54666452
Hyderabad,Madhapur,Studio,706,1,1,2017,7,8,6024106
Mumbai,Bandra,Villa,3301,2,1,2013,11,4,151611225
Chennai,Koyambedu,Villa,4533,3,3,2018,6,5,53478834
Delhi,Dwarka,Independent House,1533,3,2,2015,9,1,16290264
Pune,Baner,Penthouse,1071,2,2,2012,12,0,7155164
Hyderabad,Banjara Hills,Independent House,1507,3,3,2023,1,5,12558382
Mumbai,Goregaon,Villa,3877,3,3,2023,1,6,213168738
Mumbai,Worli,Penthouse,1704,5,4,2012,12,2,53345363
Mumbai,Worli,Studio,588,1,1,2022,2,3,18304311
Delhi,Vasant Kunj,Independent House,1369,2,1,2011,13,8,16253884
Hyderabad,Gachibowli,Apartment,1190,3,3,2012,12,7,7271658
Pune,Wakad,Penthouse,1182,3,2,2023,1,2,8926058
Bangalore,Whitefield,Studio,751,1,1,2017,7,7,5782377
Bangalore,Indiranagar,Independent House,1100,3,2,2017,7,6,11006410
Pune,Magarpatta,Villa,4490,3,3,2011,13,7,48555955
Pune,Magarpatta,Penthouse,2278,1,1,2021,3,1,21504459
Delhi,Lajpat Nagar,Penthouse,1433,3,2,2011,13,4,15974688
Hyderabad,Banjara Hills,Penthouse,1586,2,2,2011,13,6,10655481
Hyderabad,Gachibowli,Villa,2613,4,4,2016,8,1,24166379
Delhi,Dwarka,Penthouse,2034,3,3,2019,5,8,20721383
Hyderabad,Kondapur,Independent House,2380,2,1,2011,13,1,16445668
Pune,Kothrud,Villa,2531,2,1,2012,12,1,26559837
Delhi,Greater Kailash,Apartment,1860,3,2,2016,8,7,24750771
Bangalore,Whitefield,Studio,535,1,1,2016,8,8,4314935
Hyderabad,Jubilee Hills,Studio,674,1,1,2020,4,8,4907729
Chennai,OMR,Villa,4854,4,3,2019,5,5,64267120
Delhi,Vasant Kunj,Villa,2382,5,4,2019,5,3,36468912
Mumbai,Powai,Studio,767,1,1,2012,12,5,25014712
Mumbai,Andheri West,Villa,2759,2,1,2010,14,1,105945408
Chennai,Velachery,Penthouse,2812,2,1,2010,14,0,23313266
Chennai,Anna Nagar,Apartment,1262,4,3,2020,4,3,9582617
Delhi,Greater Kailash,Penthouse,1055,1,1,2018,6,8,14087045
Chennai,OMR,Builder Floor,1672,3,3,2014,10,4,16907702
Chennai,Medavakkam,Penthouse,2515,4,4,2020,4,6,25737593
Bangalore,Electronic City,Villa,4440,3,2,2017,7,1,55253978
Pune,Baner,Independent House,1353,5,4,2019,5,8,11634489
Pune,Wakad,Builder Floor,1775,4,4,2020,4,5,13318386
Hyderabad,Jubilee Hills,Studio,733,1,1,2012,12,1,5318497
Chennai,T. Nagar,Independent House,2887,3,2,2019,5,2,21588993
Bangalore,Indiranagar,Villa,3157,3,3,2017,7,8,41605292
Mumbai,Bandra,Builder Floor,2948,4,4,2023,1,1,99361078
Delhi,Rohini,Studio,629,1,1,2011,13,7,5556866
Mumbai,Lower Parel,Villa,4667,3,2,2023,1,0,211760067
Bangalore,Indiranagar,Penthouse,1991,3,2,2023,1,0,20574540
Delhi,Vasant Kunj,Villa,2273,2,1,2021,3,1,35725449
Delhi,Rohini,Builder Floor,1056,3,2,2020,4,8,11243419
Delhi,Lajpat Nagar,Apartment,880,2,2,2013,11,8,9635398
Pune,Viman Nagar,Apartment,924,1,1,2013,11,5,7269519
Mumbai,Goregaon,Independent House,1321,3,2,2015,9,3,42036372
Delhi,Greater Kailash,Apartment,1910,2,1,2019,5,0,26574327
Delhi,Dwarka,Penthouse,1035,2,1,2011,13,5,9176957
Hyderabad,Jubilee Hills,Independent House,2965,3,3,2017,7,7,21520430
Pune,Wakad,Studio,401,1,1,2012,12,6,2956417
Mumbai,Andheri West,Independent House,2626,2,1,2023,1,1,87940975
Pune,Viman Nagar,Builder Floor,2899,1,1,2016,8,3,23638318
Pune,Magarpatta,Villa,2748,3,2,2010,14,4,31104991
Delhi,Rohini,Builder Floor,1605,2,1,2018,6,0,18380696
Chennai,Anna Nagar,Penthouse,2845,3,3,2011,13,0,21842595
Delhi,Dwarka,Villa,3312,3,3,2020,4,0,49281194
Hyderabad,Gachibowli,Independent House,1498,3,2,2010,14,4,9819803
Bangalore,Electronic City,Builder Floor,1356,5,5,2015,9,8,11964700
Delhi,Vasant Kunj,Studio,707,1,1,2016,8,6,8079172
Pune,Hinjewadi,Studio,648,1,1,2012,12,2,4086496
Chennai,Anna Nagar,Villa,2739,2,2,2014,10,5,29030263
Chennai,Koyambedu,Apartment,1305,3,2,2017,7,3,12422237
Bangalore,HSR Layout,Builder Floor,2771,3,2,2014,10,1,25366191
Mumbai,Lower Parel,Builder Floor,2776,2,2,2022,2,0,91208005
Mumbai,Bandra,Villa,2763,3,3,2019,5,2,122229962
Chennai,OMR,Villa,4067,1,1,2014,10,6,47380419
Chennai,Koyambedu,Apartment,1659,3,3,2011,13,1,13705802
Bangalore,Marathahalli,Villa,3964,2,1,2011,13,4,48484630
Delhi,Greater Kailash,Builder Floor,2382,3,2,2011,13,8,27023546
Chennai,Medavakkam,Builder Floor,2982,2,2,2017,7,4,26791494
Chennai,OMR,Apartment,2068,1,1,2018,6,0,19643845
Hyderabad,Banjara Hills,Builder Floor,1501,4,4,2014,10,5,11462921
Pune,Viman Nagar,Apartment,1841,2,1,2010,14,8,14013520
Delhi,Rohini,Penthouse,2310,3,3,2022,2,3,28380568
Delhi,Vasant Kunj,Studio,498,1,1,2011,13,2,4968544
Delhi,Saket,Builder Floor,2404,2,1,2013,11,7,28342940
Delhi,Lajpat Nagar,Independent House,2764,4,3,2017,7,8,32210767
Mumbai,Lower Parel,Villa,4901,3,3,2015,9,2,207056767
Mumbai,Andheri West,Apartment,1633,5,5,2015,9,5,52265180
Mumbai,Andheri West,Penthouse,2963,2,2,2016,8,4,85801296
Delhi,Vasant Kunj,Penthouse,1369,3,3,2012,12,0,15961401
Bangalore,Yelahanka,Penthouse,1373,1,1,2018,6,2,14606282
Delhi,Vasant Kunj,Studio,440,1,1,2016,8,5,5015509
Delhi,Greater Kailash,Independent House,2160,2,2,2022,2,0,26708409
Mumbai,Powai,Villa,2701,3,3,2016,8,3,131435443
Hyderabad,Gachibowli,Independent House,1394,3,3,2016,8,0,8765256
Pune,Wakad,Independent House,1948,4,4,2022,2,6,15789292
Pune,Hinjewadi,Studio,444,1,1,2020,4,3,3142321
Pune,Baner,Villa,4671,3,2,2023,1,7,54289421
Mumbai,Lower Parel,Villa,2021,2,1,2019,5,4,96361884
Bangalore,Koramangala,Studio,738,1,1,2020,4,1,6991800
Bangalore,Yelahanka,Penthouse,2769,5,4,2023,1,2,32130515
Pune,Wakad,Apartment,1535,3,3,2018,6,0,11384588
Mumbai,Goregaon,Studio,603,1,1,2017,7,4,21026771
Bangalore,Koramangala,Apartment,1061,4,4,2013,11,2,10163437
Chennai,Adyar,Penthouse,2893,2,1,2010,14,4,18633859
Hyderabad,Gachibowli,Studio,695,1,1,2013,11,3,4136124
Chennai,Koyambedu,Builder Floor,1394,4,3,2015,9,4,11092567
Pune,Baner,Studio,412,1,1,2022,2,2,2837141
Bangalore,Whitefield,Penthouse,2249,2,2,2022,2,1,19525212
Delhi,Dwarka,Apartment,1302,2,2,2019,5,5,14189092
Pune,Kothrud,Penthouse,1761,2,2,2010,14,3,12107040
Hyderabad,Banjara Hills,Independent House,1310,2,2,2015,9,7,9740137
Mumbai,Andheri West,Apartment,1129,3,3,2022,2,0,36862895
Bangalore,Whitefield,Villa,3884,4,4,2019,5,1,45204926
Delhi,Lajpat Nagar,Independent House,1512,1,1,2015,9,5,19743746
Bangalore,Electronic City,Villa,3587,4,4,2018,6,3,40684935
Hyderabad,Gachibowli,Independent House,2288,3,2,2018,6,8,14417713
Pune,Kothrud,Builder Floor,2608,3,2,2018,6,2,20237283
Hyderabad,Madhapur,Apartment,2264,3,3,2011,13,2,16227183
Chennai,Medavakkam,Apartment,1811,3,3,2018,6,2,18189450
Chennai,OMR,Builder Floor,1601,5,5,2013,11,5,15143738
Mumbai,Juhu,Builder Floor,1790,3,3,2016,8,2,61351689
Mumbai,Goregaon,Villa,3229,4,4,2014,10,5,162662513
Bangalore,Marathahalli,Villa,2988,3,3,2011,13,6,33798836
Chennai,Velachery,Apartment,2224,4,4,2019,5,5,19993278
Mumbai,Andheri West,Penthouse,1854,4,4,2022,2,0,58248740
Bangalore,Marathahalli,Villa,3215,2,2,2013,11,8,35450541
Bangalore,Whitefield,Studio,480,1,1,2014,10,6,3918860
Delhi,Saket,Apartment,861,1,1,2015,9,0,10403114
Mumbai,Goregaon,Builder Floor,2943,2,2,2019,5,3,104279210
Chennai,T. Nagar,Studio,705,1,1,2023,1,5,5423874
Pune,Magarpatta,Penthouse,1847,2,1,2012,12,3,13959219
Pune,Hinjewadi,Penthouse,2415,1,1,2023,1,5,16609954
Mumbai,Worli,Independent House,1783,2,2,2010,14,2,53492273
Chennai,Porur,Penthouse,2784,3,2,2017,7,1,29752969
Pune,Hinjewadi,Studio,451,1,1,2019,5,7,2981698
Delhi,Lajpat Nagar,Builder Floor,1877,4,4,2019,5,7,23951215
Hyderabad,Kondapur,Apartment,2224,3,2,2021,3,8,17028876
Chennai,OMR,Villa,3464,3,3,2012,12,0,44777591
Delhi,Rohini,Builder Floor,2234,1,1,2011,13,6,21077583
Mumbai,Andheri West,Studio,435,1,1,2012,12,8,11286262
Mumbai,Goregaon,Builder Floor,2116,4,3,2023,1,0,78349897
Hyderabad,Gachibowli,Apartment,1793,3,3,2013,11,4,10643134
Hyderabad,Madhapur,Independent House,2226,3,2,2014,10,7,16521935
Hyderabad,Hitech City,Villa,3008,3,2,2017,7,0,30428383
Mumbai,Bandra,Studio,641,1,1,2017,7,5,17679543
Pune,Wakad,Builder Floor,1831,5,5,2015,9,8,14287694
Bangalore,Indiranagar,Independent House,2264,2,1,2016,8,7,22337962
Chennai,T. Nagar,Apartment,1352,4,4,2013,11,7,9963246
Pune,Wakad,Villa,3377,3,3,2013,11,8,32649074
Delhi,Greater Kailash,Villa,4019,1,1,2017,7,8,75629540
Delhi,Vasant Kunj,Builder Floor,2086,3,3,2022,2,7,25793694
Bangalore,Koramangala,Penthouse,2869,2,2,2018,6,4,29699490
Pune,Kothrud,Studio,431,1,1,2019,5,1,3180070
Delhi,Dwarka,Builder Floor,1757,4,4,2023,1,3,20139360
Bangalore,Indiranagar,Independent House,1694,3,2,2021,3,0,18487689
Bangalore,HSR Layout,Apartment,1330,3,3,2019,5,6,13773529
Delhi,Saket,Apartment,2160,4,3,2020,4,7,26208699
Mumbai,Bandra,Studio,793,1,1,2012,12,0,21777323
Chennai,Porur,Independent House,2070,4,4,2023,1,5,22406390
Pune,Magarpatta,Villa,2687,2,1,2017,7,2,32718560
Hyderabad,Jubilee Hills,Villa,2290,2,2,2019,5,3,26668404
Delhi,Lajpat Nagar,Studio,690,1,1,2017,7,7,7992226
Chennai,Velachery,Villa,3414,3,2,2021,3,7,38043025
Pune,Viman Nagar,Villa,2239,4,4,2010,14,3,25245865
Mumbai,Goregaon,Independent House,2392,3,2,2018,6,8,88807401
Pune,Hinjewadi,Apartment,1336,1,1,2020,4,2,9035426
Chennai,Porur,Independent House,2857,3,3,2011,13,8,25372305
Hyderabad,Kondapur,Villa,3149,3,2,2017,7,6,30408237
Pune,Magarpatta,Villa,2605,3,3,2015,9,8,33543118
Chennai,OMR,Apartment,2227,2,2,2022,2,5,23290654
Delhi,Rohini,Villa,3486,3,3,2014,10,8,55952905
Hyderabad,Hitech City,Studio,571,1,1,2016,8,3,3304038
Bangalore,Indiranagar,Villa,3964,2,1,2023,1,1,55633854
Pune,Kothrud,Studio,768,1,1,2011,13,3,5271658
